point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,31798,39723,31798,DeuceCourt,162 KPH,Pronated,NA,-11.322,-0.607,3.043,1,Forced Error,NA,True,NA,BackHand,0.83 Metre,NA,NA,False,False,True,3.85,0.394,0.056,T,1.103,-0.0,-0.02,11.123,0.784,1.963,0.061,1.422,0.048,11.123,0.784,1.963,0.004,1.216,0.83,0.061,1.422,0.048,1407.96,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,31798,39723,39723,AdCourt,190 KPH,Kick,NA,-11.068,1.01,3.083,4,Unforced Error,NA,False,Ground,ForeHand,1.52 Metre,NA,Long Error,False,False,True,4.812,-0.958,0.059,T,1.148,0.0,-0.384,-12.06,-3.752,0.633,12.259,-3.823,0.031,14.113,-2.079,1.529,0.0,-1.377,1.848,-8.056,-0.849,0.049,2950.2,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,31798,39723,31798,DeuceCourt,NA,NA,NA,,,,1,Ace,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1
1_1_4_1,1,1,4,1,31798,39723,31798,AdCourt,159 KPH,NA,NA,,,,3,Unforced Error,NA,False,Ground,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2950.2,0,0,0,0,0,1,2,1
1_1_5_1,1,1,5,1,31798,39723,39723,DeuceCourt,168 KPH,Kick,NA,-11.13,-0.533,3.037,2,Forced Error,NA,False,Volley,ForeHand,2.01 Metre,NA,NA,False,False,True,4.743,0.424,0.058,T,1.245,0.0,-0.028,-6.058,0.451,1.268,12.885,3.136,0.04,14.624,1.176,1.831,0.0,0.743,2.154,12.885,3.136,0.04,NA,0,0,0,0,0,0,3,1
1_1_6_1,1,1,6,1,31798,39723,39723,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,Volley,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,2
1_1_6_2,1,1,6,2,31798,39723,39723,AdCourt,NA,NA,NA,,,,0,DoubleFault,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,3,2
NA,1,1,7,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,1,0,3,3
1_1_7_2,1,1,7,2,31798,39723,31798,DeuceCourt,162 KPH,NA,NA,,,,7,Unforced Error,NA,False,NA,BackHand,0.83 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1407.96,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,31798,39723,31798,AdCourt,197 KPH,Flat,NA,-10.959,1.033,2.999,3,Winner,NA,False,Ground,ForeHand,1.01 Metre,Cross Court,NA,False,False,True,4.644,-0.59,0.058,T,1.075,0.0,-0.135,-11.511,-1.05,1.163,4.972,3.247,0.037,14.269,-1.587,1.254,0.0,-1.185,1.313,-6.206,-1.085,0.049,3187.68,0,0,0,0,0,0,4,3
1_2_1_1,1,2,1,1,39723,31798,39723,DeuceCourt,190 KPH,NA,NA,,,,7,Forced Error,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,39723,31798,39723,AdCourt,193 KPH,Flat,NA,-11.167,1.138,2.874,1,Ace,NA,False,NA,ForeHand,0.98 Metre,Down the Line,NA,False,False,True,4.462,0.005,0.058,T,0.982,0.0,0.325,-11.167,1.138,2.874,4.462,0.005,0.058,,,,,,,,,,0,0,0,0,1,0,0,1,0
NA,1,2,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,1,2,0
1_2_3_2,1,2,3,2,39723,31798,39723,DeuceCourt,193 KPH,NA,NA,,,,3,Winner,NA,False,NA,ForeHand,0.98 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0
1_2_4_1,1,2,4,1,39723,31798,39723,AdCourt,NA,NA,NA,,,,1,Ace,NA,False,NA,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3,0
NA,1,3,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,1,0,0
