point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,29098,26197,26197,DeuceCourt,148 KPH,Kick,NA,11.649,0.684,3.002,6,Unforced Error,NA,True,Ground,BackHand,0.63 Metre,NA,Net Error,False,False,True,-5.919,-0.317,0.048,T,1.436,0.0,0.308,12.055,-1.399,1.51,0.258,1.261,0.049,-11.473,-0.743,1.532,0.0,-0.007,2.393,9.487,0.929,0.048,872.76,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,29098,26197,26197,AdCourt,148 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,ForeHand,0.63 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,872.76,1,0,0,0,0,0,0,1
1_1_2_2,1,1,2,2,29098,26197,26197,AdCourt,143 KPH,Flat,NA,11.685,-0.645,2.976,6,Unforced Error,NA,False,Ground,ForeHand,2.68 Metre,NA,Long Error,False,False,True,-5.749,3.189,0.039,Wide,1.455,0.0,2.213,15.558,2.957,0.669,-12.496,-3.331,0.035,-10.405,4.137,1.381,0.0,1.755,1.301,8.678,-0.008,0.058,3481.68,0,0,0,0,0,0,0,1
NA,1,1,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,2
1_1_3_2,1,1,3,2,29098,26197,26197,DeuceCourt,143 KPH,NA,NA,,,,6,Winner,NA,False,Ground,ForeHand,2.68 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,3481.68,0,0,0,0,0,0,0,2
1_1_4_1,1,1,4,1,29098,26197,29098,AdCourt,0 KPH,NA,NA,,,,5,NA,NA,False,,BackHand,0 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
1_1_5_1,1,1,5,1,29098,26197,29098,DeuceCourt,143 KPH,NA,NA,,,,0,Faulty Serve,NA,False,Ground,BackHand,2.68 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,3481.68,1,0,0,0,0,0,1,3
1_1_5_2,1,1,5,2,29098,26197,29098,DeuceCourt,142 KPH,Kick,NA,11.398,0.904,2.954,3,Winner,NA,False,Ground,BackHand,1.26 Metre,Cross Court,NA,True,False,True,-3.79,-0.632,0.047,T,1.035,0.0,-0.064,12.147,-1.84,1.178,-7.432,3.788,0.036,-11.092,-1.494,1.729,-0.0,-1.702,1.368,6.364,-1.677,0.052,2019.36,0,0,0,0,0,0,1,3
1_1_6_1,1,1,6,1,29098,26197,26197,AdCourt,216 KPH,Pronated,NA,11.113,-0.356,2.854,6,Forced Error,NA,False,Ground,ForeHand,2.93 Metre,NA,NA,True,True,True,-4.768,0.689,0.049,T,0.999,0.0,0.371,15.011,2.431,1.375,-12.378,-4.615,0.024,-12.914,1.305,1.196,-0.0,-1.118,1.536,6.881,-2.497,0.049,NA,0,0,0,0,0,0,2,3
